#sequenceID	family	LTRtype	start	end
ctgL_rep_0038	RLG_famc5	LTR3	7978	9348
ctgA_rep_0024	RLG_famc23	LTR5	1	319
ctgA_rep_0024	RLG_famc23	LTR3	1917	2219
ctgA_rep_0318	RLG_famc4	LTR5	1	899
ctgA_rep_0318	RLG_famc4	LTR3	7053	7970
ctgA_rep_0076	RLG_famc6	LTR5	1	1527
ctgA_rep_0076	RLG_famc6	LTR3	8645	10149
ctgH_rep_0232	RLG_famc12	LTR5	3	1316
ctgH_rep_0232	RLG_famc12	LTR3	4364	4464
ctgA_rep_0233	RLX_famc1	LTR5	1	419
ctgA_rep_0233	RLX_famc1	LTR3	5347	5765
ctgD_rep_0135	RLG_famc1	LTR5	1	471
ctgD_rep_0135	RLG_famc1	LTR3	8691	9161
ctgA_rep_0458	RLC_famc1	LTR5	8	1739
ctgA_rep_0458	RLC_famc1	LTR3	6962	8686
ctgE_rep_0093	RLC_famc1	LTR5	3	1744
ctgE_rep_0093	RLC_famc1	LTR3	7058	8798
TREP2301	RLG_famc3	LTR5	1	4157
TREP2301	RLG_famc3	LTR3	10170	14327
TREP2376	RLC_famc12	LTR5	1	191
TREP2376	RLC_famc12	LTR3	6995	7185
ctgA_rep_0278	RLG_famc7	LTR5	1	4851
ctgA_rep_0278	RLG_famc7	LTR3	6286	11209
ctgD_rep_0325	RLG_famc2	LTR5	1	1575
ctgD_rep_0325	RLG_famc2	LTR3	5431	7004
ctgF_rep_0380	RLC_famc1	LTR5	1	1285
ctgF_rep_0380	RLC_famc1	LTR3	4769	6059
TREP1320	RLG_famc5	LTR5	5	1423
TREP1320	RLG_famc5	LTR3	8191	9610
ctgA_rep_0382	RLG_famc2	LTR5	1	1569
ctgA_rep_0382	RLG_famc2	LTR3	6739	8309
ctgA_rep_0238	RLG_famc1	LTR5	3	471
ctgA_rep_0238	RLG_famc1	LTR3	8581	9048
TREP3181	RLG_famc1	LTR5	1	470
TREP3181	RLG_famc1	LTR3	9562	10032
ctgH_rep_0228	RLX_famc14	LTR5	1	248
ctgH_rep_0228	RLX_famc14	LTR3	1018	1265
TREP2268	RLG_famc1	LTR5	6	484
TREP2268	RLG_famc1	LTR3	8728	9206
ctgC_rep_0029	RLC_famc1	LTR5	18	1727
ctgC_rep_0029	RLC_famc1	LTR3	6963	8668
rph7_rep_0329	RLC_famc8	LTR5	1	139
rph7_rep_0329	RLC_famc8	LTR3	4917	5052
TREP3227	RLG_famc2	LTR5	1	1552
TREP3227	RLG_famc2	LTR3	6519	8064
ctgF_rep_0239	RLG_famc1	LTR5	1	467
ctgF_rep_0239	RLG_famc1	LTR3	8554	9020
ctgF_rep_0029	RLG_famc9	LTR5	1	916
ctgF_rep_0029	RLG_famc9	LTR3	9472	10387
ctgH_rep_0137	RLC_famc4	LTR5	1	1697
ctgH_rep_0137	RLC_famc4	LTR3	9837	11532
ctgG_rep_0119	RLG_famc2	LTR5	1	1514
ctgG_rep_0119	RLG_famc2	LTR3	5940	7458
ctgE_rep_0180	RLG_famc1	LTR5	1	470
ctgE_rep_0180	RLG_famc1	LTR3	9558	10027
ctgI_rep_0140	RLG_famc17	LTR5	38	629
ctgI_rep_0140	RLG_famc17	LTR3	6140	6739
ctgF_rep_0444	RLG_famc2	LTR5	1	1658
ctgF_rep_0444	RLG_famc2	LTR3	6470	8154
ctgF_rep_0253	RLG_famc4	LTR5	3	922
ctgF_rep_0253	RLG_famc4	LTR3	8481	9414
TREP1221	RLC_famc1	LTR5	6	1742
TREP1221	RLC_famc1	LTR3	6987	8725
ctgB_rep_0199	RLG_famc11	LTR5	1	2595
ctgB_rep_0199	RLG_famc11	LTR3	8093	10659
rph7_rep_0393	RLG_famc2	LTR5	1	1587
rph7_rep_0393	RLG_famc2	LTR3	6495	8040
ctgD_rep_0331	RLG_famc1	LTR5	3	482
ctgD_rep_0331	RLG_famc1	LTR3	8611	9090
TREP1400	RLX_famc12	LTR5	1	264
TREP1400	RLX_famc12	LTR3	462	725
ctgD_rep_0178	RLC_famc2	LTR5	1	1658
ctgD_rep_0178	RLC_famc2	LTR3	8230	9915
ctgG_rep_0016	RLG_famc5	LTR5	1	1400
ctgG_rep_0016	RLG_famc5	LTR3	8128	9534
ctgH_rep_0332	RLC_famc2	LTR5	1	1602
ctgH_rep_0332	RLC_famc2	LTR3	7679	9276
TREP3152	RLC_famc3	LTR5	1	499
TREP3152	RLC_famc3	LTR3	12264	12761
ctgE_rep_0158	RLX_famc10	LTR5	5	1008
ctgE_rep_0158	RLX_famc10	LTR3	10899	11902
rph7_rep_0520	RLG_famc2	LTR5	1	1687
rph7_rep_0520	RLG_famc2	LTR3	6612	8305
ctgH_rep_0314	RLG_famc2	LTR5	1	1435
ctgH_rep_0314	RLG_famc2	LTR3	6078	7492
ctgL_rep_0096	RLG_famc1	LTR5	1	472
ctgL_rep_0096	RLG_famc1	LTR3	9487	9958
sr2_rep_0065	RLC_famc1	LTR5	1	1612
sr2_rep_0065	RLC_famc1	LTR3	6875	8482
ctgE_rep_0056	RLG_famc1	LTR5	5	456
ctgE_rep_0056	RLG_famc1	LTR3	9514	9964
ctgF_rep_0382	RLG_famc2	LTR5	1	1532
ctgF_rep_0382	RLG_famc2	LTR3	6696	8222
ctgE_rep_0057	RLC_famc2	LTR5	3	1419
ctgE_rep_0057	RLC_famc2	LTR3	8750	8883
rph7_rep_0483	RLC_famc1	LTR5	1	1742
rph7_rep_0483	RLC_famc1	LTR3	7002	8736
ctgD_rep_0303	RLG_famc2	LTR5	1	670
ctgD_rep_0303	RLG_famc2	LTR3	6383	6729
ctgH_rep_0224	RLC_famc1	LTR5	1	1168
ctgH_rep_0224	RLC_famc1	LTR3	8938	9426
TREP1645	RLC_famc3	LTR5	6	1421
TREP1645	RLC_famc3	LTR3	12382	13780
ctgF_rep_0044	RLC_famc3	LTR5	1	1530
ctgF_rep_0044	RLC_famc3	LTR3	12309	13853
ctgE_rep_0028	RLX_famc5	LTR5	3	3514
ctgE_rep_0028	RLX_famc5	LTR3	7741	11235
ctgG_rep_0106	RLG_famc6	LTR5	1	1393
ctgG_rep_0106	RLG_famc6	LTR3	8338	9668
ctgH_rep_0152	RLG_famc2	LTR5	1	1581
ctgH_rep_0152	RLG_famc2	LTR3	5087	6692
TREP1326	RLC_famc8	LTR5	5	195
TREP1326	RLC_famc8	LTR3	4742	4935
ctgB_rep_0155	RLG_famc1	LTR5	1	472
ctgB_rep_0155	RLG_famc1	LTR3	9524	9995
ctgI_rep_0037	RLG_famc1	LTR5	1	472
ctgI_rep_0037	RLG_famc1	LTR3	8607	9078
ctgF_rep_0082	RLG_famc1	LTR5	1	482
ctgF_rep_0082	RLG_famc1	LTR3	8334	8815
TREP100	RLC_famc1	LTR5	4	1834
TREP100	RLC_famc1	LTR3	7107	8964
ctgF_rep_0071	RLC_famc1	LTR5	1	1264
ctgF_rep_0071	RLC_famc1	LTR3	7002	8259
ctgD_rep_0115	RLC_famc2	LTR5	1	1590
ctgD_rep_0115	RLC_famc2	LTR3	7658	9247
ctgA_rep_0120	RLG_famc2	LTR5	1	1523
ctgA_rep_0120	RLG_famc2	LTR3	9306	10832
TREP1716	RLG_famc3	LTR5	6	4052
TREP1716	RLG_famc3	LTR3	8987	13035
ctgH_rep_0204	RLC_famc1	LTR5	1	1616
ctgH_rep_0204	RLC_famc1	LTR3	6846	8545
ctgA_rep_0361	RLC_famc1	LTR5	1	1746
ctgA_rep_0361	RLC_famc1	LTR3	6863	8599
TREP1624	RLC_famc1	LTR5	6	1826
TREP1624	RLC_famc1	LTR3	7114	8937
rph7_rep_0435	RLG_famc2	LTR5	3	2775
rph7_rep_0435	RLG_famc2	LTR3	4887	4994
ctgF_rep_0443	RLC_famc4	LTR5	1	1446
ctgF_rep_0443	RLC_famc4	LTR3	10468	11871
ctgI_rep_0138	RLG_famc1	LTR5	1	481
ctgI_rep_0138	RLG_famc1	LTR3	9511	9991
TREP3164	RLG_famc6	LTR5	1	1522
TREP3164	RLG_famc6	LTR3	8191	9711
ctgA_rep_0371	RLG_famc3	LTR5	1	4088
ctgA_rep_0371	RLG_famc3	LTR3	8066	12156
ctgB_rep_0174	RLC_famc1	LTR5	1	1727
ctgB_rep_0174	RLC_famc1	LTR3	4962	6692
TREP2235	RLC_famc1	LTR5	1	1831
TREP2235	RLC_famc1	LTR3	6792	8620
ctgC_rep_0057	RLG_famc6	LTR5	1	1508
ctgC_rep_0057	RLG_famc6	LTR3	8674	10195
TREP1402	RLC_famc1	LTR5	6	1693
TREP1402	RLC_famc1	LTR3	6815	8522
ctgH_rep_0120	RLC_famc1	LTR5	1	1752
ctgH_rep_0120	RLC_famc1	LTR3	6933	8681
ctgD_rep_0102	RLG_famc2	LTR5	1	1576
ctgD_rep_0102	RLG_famc2	LTR3	6014	7563
rph7_rep_0338	RLC_famc1	LTR5	1	1774
rph7_rep_0338	RLC_famc1	LTR3	6873	8653
TREP3134	RLC_famc1	LTR5	1	1770
TREP3134	RLC_famc1	LTR3	7058	8834
sr2_rep_0214	RLC_famc1	LTR5	1	1760
sr2_rep_0214	RLC_famc1	LTR3	7019	8778
TREP3231	RLG_famc2	LTR5	1	1556
TREP3231	RLG_famc2	LTR3	6712	8286
ctgA_rep_0073	RLG_famc1	LTR5	3	516
ctgA_rep_0073	RLG_famc1	LTR3	8003	8517
ctgH_rep_0131	RLX_famc8	LTR5	1	806
ctgH_rep_0131	RLX_famc8	LTR3	7647	8451
ctgG_rep_0047	RLG_famc3	LTR5	1	4187
ctgG_rep_0047	RLG_famc3	LTR3	8112	9865
ctgA_rep_0295	RLG_famc1	LTR5	1	483
ctgA_rep_0295	RLG_famc1	LTR3	8572	9053
TREP1321	RLG_famc5	LTR5	3	1352
TREP1321	RLG_famc5	LTR3	8061	9425
ctgA_rep_0132	RLG_famc3	LTR5	1	4228
ctgA_rep_0132	RLG_famc3	LTR3	8210	12425
ctgF_rep_0099	RLG_famc12	LTR5	1	1640
ctgF_rep_0099	RLG_famc12	LTR3	5840	7460
ctgG_rep_0071	RLG_famc2	LTR5	1	1579
ctgG_rep_0071	RLG_famc2	LTR3	6739	8308
rph7_rep_0231	RLC_famc1	LTR5	1	1145
rph7_rep_0231	RLC_famc1	LTR3	8154	8594
ctgD_rep_0019	RLX_famc25	LTR5	1	321
ctgD_rep_0019	RLX_famc25	LTR3	4566	4885
ctgF_rep_0121	RLC_famc2	LTR5	1	1694
ctgF_rep_0121	RLC_famc2	LTR3	8284	9976
ctgE_rep_0127	RLC_famc1	LTR5	1	1723
ctgE_rep_0127	RLC_famc1	LTR3	7033	8754
TREP1711	RLG_famc15	LTR5	6	550
TREP1711	RLG_famc15	LTR3	12442	12987
sr2_rep_0251	RLC_famc1	LTR5	3	1716
sr2_rep_0251	RLC_famc1	LTR3	7023	8736
TREP128	RLC_famc1	LTR5	4	1739
TREP128	RLC_famc1	LTR3	6834	8577
TREP1724	RLC_famc1	LTR5	8	1756
TREP1724	RLC_famc1	LTR3	6761	8502
ctgB_rep_0075	RLG_famc5	LTR5	1	1408
ctgB_rep_0075	RLG_famc5	LTR3	8067	9476
rph7_rep_0203	RLG_famc5	LTR5	1	1441
rph7_rep_0203	RLG_famc5	LTR3	8114	9517
TREP3199	RLG_famc26	LTR5	1	3030
TREP3199	RLG_famc26	LTR3	18745	19084
TREP3526	RLX_famc2	LTR5	1	284
TREP3526	RLX_famc2	LTR3	451	734
TREP3256	RLG_famc7	LTR5	1	4116
TREP3256	RLG_famc7	LTR3	7750	11900
ctgE_rep_0181	RLX_famc5	LTR5	1	4388
ctgE_rep_0181	RLX_famc5	LTR3	7660	12032
ctgB_rep_0193	RLG_famc1	LTR5	1	471
ctgB_rep_0193	RLG_famc1	LTR3	8587	9057
ctgA_rep_0215	RLG_famc2	LTR5	1	1574
ctgA_rep_0215	RLG_famc2	LTR3	5518	7091
ctgG_rep_0050	RLG_famc2	LTR5	1	1189
ctgG_rep_0050	RLG_famc2	LTR3	5823	7007
ctgE_rep_0113	RLG_famc2	LTR5	1	1573
ctgE_rep_0113	RLG_famc2	LTR3	6692	8245
TREP1414	RLG_famc1	LTR5	5	486
TREP1414	RLG_famc1	LTR3	8601	9082
ctgB_rep_0052	RLC_famc1	LTR5	1	1780
ctgB_rep_0052	RLC_famc1	LTR3	6899	8671
ctgA_rep_0404	RLG_famc3	LTR5	1	4145
ctgA_rep_0404	RLG_famc3	LTR3	10159	14322
TREP3449	DTM_famc23	LTR5	32	169
TREP3449	DTM_famc23	LTR3	4716	4853
TREP3269	RLG_famc5	LTR5	1	1392
TREP3269	RLG_famc5	LTR3	8052	9445
ctgA_rep_0303	RLG_famc2	LTR5	1	1415
ctgA_rep_0303	RLG_famc2	LTR3	6317	7753
ctgE_rep_0086	RLC_famc1	LTR5	1	1714
ctgE_rep_0086	RLC_famc1	LTR3	7029	8743
ctgG_rep_0109	RLG_famc4	LTR5	1	869
ctgG_rep_0109	RLG_famc4	LTR3	7659	8515
ctgD_rep_0323	RLG_famc4	LTR5	3	850
ctgD_rep_0323	RLG_famc4	LTR3	7232	8129
ctgG_rep_0153	RLG_famc1	LTR5	1	482
ctgG_rep_0153	RLG_famc1	LTR3	8565	9047
ctgF_rep_0055	RLG_famc25	LTR5	1	1013
ctgF_rep_0055	RLG_famc25	LTR3	11688	12712
TREP1162	RLC_famc19	LTR5	5	328
TREP1162	RLC_famc19	LTR3	4824	5146
ctgD_rep_0264	XXX_famc36	LTR5	1	1036
ctgD_rep_0264	XXX_famc36	LTR3	7666	8671
ctgL_rep_0084	RLG_famc3	LTR5	1	4062
ctgL_rep_0084	RLG_famc3	LTR3	10083	14155
TREP1161	RLC_famc12	LTR5	6	176
TREP1161	RLC_famc12	LTR3	7519	7689
TREP3132	RLC_famc1	LTR5	1	1812
TREP3132	RLC_famc1	LTR3	6809	8627
ctgB_rep_0145	RLC_famc1	LTR5	1	1683
ctgB_rep_0145	RLC_famc1	LTR3	6796	8518
ctgF_rep_0338	RLG_famc3	LTR5	1	4028
ctgF_rep_0338	RLG_famc3	LTR3	8974	13028
ctgH_rep_0239	RLX_famc8	LTR5	1	1108
ctgH_rep_0239	RLX_famc8	LTR3	8162	8280
ctgH_rep_0029	RLG_famc5	LTR5	1	1405
ctgH_rep_0029	RLG_famc5	LTR3	8128	9534
TREP3265	RLG_famc5	LTR5	1	1431
TREP3265	RLG_famc5	LTR3	8214	9624
TREP2016	RLC_famc10	LTR5	6	378
TREP2016	RLC_famc10	LTR3	6464	6836
TREP2311	RLC_famc3	LTR5	1	1398
TREP2311	RLC_famc3	LTR3	11547	12949
TREP1642	RLG_famc13	LTR5	11	4023
TREP1642	RLG_famc13	LTR3	9933	13924
ctgI_rep_0139	RLG_famc3	LTR5	1	4147
ctgI_rep_0139	RLG_famc3	LTR3	7922	12071
sr2_rep_0084	RLX_famc26	LTR5	1	521
sr2_rep_0084	RLX_famc26	LTR3	5655	6177
TREP1408	RLG_famc9	LTR5	6	1205
TREP1408	RLG_famc9	LTR3	10039	11253
ctgL_rep_0019	RLG_famc1	LTR5	1	472
ctgL_rep_0019	RLG_famc1	LTR3	8569	9041
ctgE_rep_0179	RLC_famc1	LTR5	1	1553
ctgE_rep_0179	RLC_famc1	LTR3	8413	8962
ctgB_rep_0149	RLG_famc1	LTR5	2	472
ctgB_rep_0149	RLG_famc1	LTR3	7899	8369
rph7_rep_0030	RLG_famc8	LTR5	1	935
rph7_rep_0030	RLG_famc8	LTR3	7792	8703
ctgA_rep_0340	RLG_famc5	LTR5	1	1407
ctgA_rep_0340	RLG_famc5	LTR3	8143	9549
ctgI_rep_0134	RLX_famc6	LTR5	1	4197
ctgI_rep_0134	RLX_famc6	LTR3	10817	11133
ctgE_rep_0032	RLC_famc1	LTR5	1	1756
ctgE_rep_0032	RLC_famc1	LTR3	6870	8625
TREP107	XXX_famc10	LTR5	1	116
TREP107	XXX_famc10	LTR3	236	350
rph7_rep_0314	RLG_famc3	LTR5	1	4192
rph7_rep_0314	RLG_famc3	LTR3	8152	12343
TREP2218	RLG_famc2	LTR5	6	1589
TREP2218	RLG_famc2	LTR3	5215	6759
TREP1528	RLG_famc22	LTR5	6	649
TREP1528	RLG_famc22	LTR3	7428	8071
ctgF_rep_0163	RLC_famc1	LTR5	1	396
ctgF_rep_0163	RLC_famc1	LTR3	6222	6360
ctgB_rep_0013	RLG_famc3	LTR5	1	4173
ctgB_rep_0013	RLG_famc3	LTR3	8050	12217
ctgG_rep_0017	RLG_famc2	LTR5	1	1540
ctgG_rep_0017	RLG_famc2	LTR3	6052	7589
ctgA_rep_0029	RLG_famc2	LTR5	1	1569
ctgA_rep_0029	RLG_famc2	LTR3	5314	6872
TREP1702	RLC_famc1	LTR5	6	1744
TREP1702	RLC_famc1	LTR3	6856	8597
TREP1401	RLC_famc1	LTR5	8	1687
TREP1401	RLC_famc1	LTR3	7021	8760
TREP259	RLG_famc12	LTR5	1	1238
TREP259	RLG_famc12	LTR3	9914	10255
ctgH_rep_0045	RLC_famc3	LTR5	2	1591
ctgH_rep_0045	RLC_famc3	LTR3	12437	13930
ctgF_rep_0049	RLG_famc1	LTR5	1	471
ctgF_rep_0049	RLG_famc1	LTR3	8793	9262
TREP1420	RLG_famc3	LTR5	3	4075
TREP1420	RLG_famc3	LTR3	9014	13058
TREP3338	RLG_famc8	LTR5	1	978
TREP3338	RLG_famc8	LTR3	3749	4728
ctgD_rep_0228	RLG_famc12	LTR5	1	1557
ctgD_rep_0228	RLG_famc12	LTR3	5694	7234
ctgF_rep_0462	RLG_famc20	LTR5	44	694
ctgF_rep_0462	RLG_famc20	LTR3	7739	8392
ctgH_rep_0334	RLG_famc2	LTR5	1	289
ctgH_rep_0334	RLG_famc2	LTR3	6615	6903
ctgA_rep_0471	RLC_famc1	LTR5	3	1713
ctgA_rep_0471	RLC_famc1	LTR3	6831	8564
ctgH_rep_0020	RLG_famc1	LTR5	1	472
ctgH_rep_0020	RLG_famc1	LTR3	8112	8582
TREP1644	RLG_famc14	LTR5	6	1081
TREP1644	RLG_famc14	LTR3	9625	10701
ctgA_rep_0339	RLG_famc2	LTR5	1	1634
ctgA_rep_0339	RLG_famc2	LTR3	6348	7993
ctgI_rep_0046	RLG_famc2	LTR5	1	1568
ctgI_rep_0046	RLG_famc2	LTR3	8647	10184
ctgD_rep_0263	RLG_famc1	LTR5	3	471
ctgD_rep_0263	RLG_famc1	LTR3	8611	9079
ctgL_rep_0015	RLG_famc4	LTR5	1	935
ctgL_rep_0015	RLG_famc4	LTR3	6486	7412
TREP3235	RLG_famc2	LTR5	1	1533
TREP3235	RLG_famc2	LTR3	6511	8032
ctgA_rep_0457	RLG_famc5	LTR5	1	1400
ctgA_rep_0457	RLG_famc5	LTR3	7990	9388
ctgI_rep_0151	RLC_famc2	LTR5	1	1679
ctgI_rep_0151	RLC_famc2	LTR3	8222	9901
ctgE_rep_0045	RLG_famc4	LTR5	1	875
ctgE_rep_0045	RLG_famc4	LTR3	6492	7375
TREP1506	RLC_famc1	LTR5	6	1708
TREP1506	RLC_famc1	LTR3	6993	8716
ctgD_rep_0091	RLG_famc10	LTR5	1	514
ctgD_rep_0091	RLG_famc10	LTR3	12818	13331
TREP3125	RLC_famc5	LTR5	1	120
TREP3125	RLC_famc5	LTR3	5174	5293
ctgB_rep_0140	RLG_famc1	LTR5	1	472
ctgB_rep_0140	RLG_famc1	LTR3	8600	9071
ctgF_rep_0259	RLG_famc2	LTR5	1	1063
ctgF_rep_0259	RLG_famc2	LTR3	5940	7001
TREP3328	RLC_famc9	LTR5	1	214
TREP3328	RLC_famc9	LTR3	4972	5185
ctgD_rep_0011	RLC_famc2	LTR5	1	1691
ctgD_rep_0011	RLC_famc2	LTR3	8177	9866
ctgF_rep_0203	RLG_famc6	LTR5	1	1522
ctgF_rep_0203	RLG_famc6	LTR3	8727	10229
TREP3239	RLG_famc2	LTR5	1	1532
TREP3239	RLG_famc2	LTR3	6516	8045
rph7_rep_0453	RLC_famc1	LTR5	1	1714
rph7_rep_0453	RLC_famc1	LTR3	6823	8605
ctgH_rep_0208	RLG_famc1	LTR5	1	481
ctgH_rep_0208	RLG_famc1	LTR3	7374	7855
ctgK_rep_0043	RLG_famc8	LTR5	1	917
ctgK_rep_0043	RLG_famc8	LTR3	6950	7866
ctgI_rep_0072	RLC_famc1	LTR5	1	1751
ctgI_rep_0072	RLC_famc1	LTR3	7004	8754
TREP3240	RLG_famc2	LTR5	1	791
TREP3240	RLG_famc2	LTR3	6636	7427
ctgA_rep_0176	RLC_famc3	LTR5	1	977
ctgA_rep_0176	RLC_famc3	LTR3	13152	14129
sr2_rep_0020	RLC_famc3	LTR5	1	1497
sr2_rep_0020	RLC_famc3	LTR3	13088	14594
ctgA_rep_0110	RLC_famc1	LTR5	1	1756
ctgA_rep_0110	RLC_famc1	LTR3	6890	8647
ctgH_rep_0138	RLC_famc1	LTR5	3	690
ctgH_rep_0138	RLC_famc1	LTR3	7447	8098
ctgA_rep_0200	RLC_famc10	LTR5	1	2607
ctgA_rep_0200	RLC_famc10	LTR3	5494	8083
ctgF_rep_0315	RLC_famc1	LTR5	1	1726
ctgF_rep_0315	RLC_famc1	LTR3	6853	8579
ctgB_rep_0074	RLG_famc13	LTR5	1	4069
ctgB_rep_0074	RLG_famc13	LTR3	8216	12308
ctgL_rep_0075	RLG_famc3	LTR5	1	4122
ctgL_rep_0075	RLG_famc3	LTR3	7502	11693
ctgB_rep_0043	RLG_famc1	LTR5	1	473
ctgB_rep_0043	RLG_famc1	LTR3	8642	9114
rph7_rep_0482	RLG_famc2	LTR5	1	1506
rph7_rep_0482	RLG_famc2	LTR3	5963	7474
ctgC_rep_0078	RLC_famc1	LTR5	1	1722
ctgC_rep_0078	RLC_famc1	LTR3	7038	8758
ctgL_rep_0047	RLX_famc13	LTR5	1	3604
ctgL_rep_0047	RLX_famc13	LTR3	9330	12930
ctgH_rep_0318	RLC_famc1	LTR5	1	1721
ctgH_rep_0318	RLC_famc1	LTR3	7026	8740
ctgI_rep_0079	RLC_famc1	LTR5	1	1721
ctgI_rep_0079	RLC_famc1	LTR3	7031	8750
ctgF_rep_0218	RLG_famc1	LTR5	1	471
ctgF_rep_0218	RLG_famc1	LTR3	8589	9059
TREP227	RLC_famc1	LTR5	1	1728
TREP227	RLC_famc1	LTR3	6920	8649
ctgA_rep_0317	RLG_famc9	LTR5	1	383
ctgA_rep_0317	RLG_famc9	LTR3	5234	5651
ctgB_rep_0019	RLC_famc1	LTR5	1	1730
ctgB_rep_0019	RLC_famc1	LTR3	6806	8538
rph7_rep_0233	RLC_famc2	LTR5	1	3061
rph7_rep_0233	RLC_famc2	LTR3	8380	11441
ctgF_rep_0436	RLC_famc4	LTR5	1	1447
ctgF_rep_0436	RLC_famc4	LTR3	10493	11938
ctgE_rep_0182	RLG_famc10	LTR5	1	526
ctgE_rep_0182	RLG_famc10	LTR3	12906	13431
rph7_rep_0169	RLC_famc6	LTR5	1	229
rph7_rep_0169	RLC_famc6	LTR3	5373	5602
ctgE_rep_0050	RLG_famc1	LTR5	1	470
ctgE_rep_0050	RLG_famc1	LTR3	9411	9882
TREP3163	RLG_famc6	LTR5	1	1522
TREP3163	RLG_famc6	LTR3	8644	10167
TREP3143	RLC_famc1	LTR5	1	1794
TREP3143	RLC_famc1	LTR3	7005	8786
ctgA_rep_0377	RLG_famc2	LTR5	1	294
ctgA_rep_0377	RLG_famc2	LTR3	5453	5755
TREP3273	RLX_famc3	LTR5	30	158
TREP3273	RLX_famc3	LTR3	1312	1414
rph7_rep_0512	RLG_famc2	LTR5	1	1538
rph7_rep_0512	RLG_famc2	LTR3	5857	7390
ctgC_rep_0106	RLC_famc1	LTR5	1	1728
ctgC_rep_0106	RLC_famc1	LTR3	6852	8578
ctgF_rep_0427	RLC_famc1	LTR5	1	1693
ctgF_rep_0427	RLC_famc1	LTR3	6801	8552
ctgA_rep_0416	RLG_famc1	LTR5	1	482
ctgA_rep_0416	RLG_famc1	LTR3	8653	9134
TREP812	RLG_famc2	LTR5	6	1577
TREP812	RLG_famc2	LTR3	5503	7083
ctgE_rep_0169	RLG_famc4	LTR5	46	881
ctgE_rep_0169	RLG_famc4	LTR3	6388	7233
ctgF_rep_0285	RLC_famc1	LTR5	1	1724
ctgF_rep_0285	RLC_famc1	LTR3	6973	8636
TREP3259	RLG_famc16	LTR5	1	4924
TREP3259	RLG_famc16	LTR3	8163	13088
ctgA_rep_0452	RLG_famc6	LTR5	1	1505
ctgA_rep_0452	RLG_famc6	LTR3	8673	10189
ctgE_rep_0171	RLG_famc2	LTR5	1	1563
ctgE_rep_0171	RLG_famc2	LTR3	6582	8153
TREP3525	RLX_famc2	LTR5	1	285
TREP3525	RLX_famc2	LTR3	449	732
ctgB_rep_0210	RLG_famc17	LTR5	1	627
ctgB_rep_0210	RLG_famc17	LTR3	9382	10006
TREP793	RLC_famc1	LTR5	7	1742
TREP793	RLC_famc1	LTR3	6862	8596
ctgF_rep_0359	RLC_famc3	LTR5	1	1336
ctgF_rep_0359	RLC_famc3	LTR3	13438	14775
TREP3280	RLX_famc15	LTR5	1	142
TREP3280	RLX_famc15	LTR3	1252	1392
TREP3236	RLG_famc2	LTR5	1	1586
TREP3236	RLG_famc2	LTR3	6713	8296
TREP18	RLC_famc1	LTR5	6	1738
TREP18	RLC_famc1	LTR3	6830	8571
TREP2203	RLC_famc1	LTR5	6	1757
TREP2203	RLC_famc1	LTR3	6815	8564
ctgF_rep_0107	RLG_famc6	LTR5	1	1220
ctgF_rep_0107	RLG_famc6	LTR3	11184	12391
ctgA_rep_0449	RLG_famc4	LTR5	1	907
ctgA_rep_0449	RLG_famc4	LTR3	6378	7284
ctgH_rep_0021	RLC_famc2	LTR5	1	1689
ctgH_rep_0021	RLC_famc2	LTR3	8293	9981
ctgB_rep_0056	RLG_famc13	LTR5	1	3867
ctgB_rep_0056	RLG_famc13	LTR3	8091	11952
ctgF_rep_0131	RLG_famc12	LTR5	1	732
ctgF_rep_0131	RLG_famc12	LTR3	5789	6521
rph7_rep_0513	RLG_famc1	LTR5	1	523
rph7_rep_0513	RLG_famc1	LTR3	9572	10094
rph7_rep_0125	RLG_famc1	LTR5	1	478
rph7_rep_0125	RLG_famc1	LTR3	8141	8614
TREP1305	RLG_famc7	LTR5	6	4283
TREP1305	RLG_famc7	LTR3	9914	14202
ctgF_rep_0419	RLG_famc3	LTR5	1	4138
ctgF_rep_0419	RLG_famc3	LTR3	10155	14291
TREP3127	RLC_famc1	LTR5	1	1766
TREP3127	RLC_famc1	LTR3	6884	8647
ctgA_rep_0056	RLC_famc2	LTR5	1	1681
ctgA_rep_0056	RLC_famc2	LTR3	8146	8270
ctgE_rep_0114	RLG_famc15	LTR5	1	578
ctgE_rep_0114	RLG_famc15	LTR3	12559	13137
TREP821	RLG_famc6	LTR5	6	1432
TREP821	RLG_famc6	LTR3	11403	12886
TREP1441	RLC_famc1	LTR5	6	1696
TREP1441	RLC_famc1	LTR3	7001	8702
ctgD_rep_0099	RLG_famc1	LTR5	1	471
ctgD_rep_0099	RLG_famc1	LTR3	8589	9052
TREP727	RLC_famc1	LTR5	1	1817
TREP727	RLC_famc1	LTR3	6799	8614
ctgK_rep_0019	RLG_famc8	LTR5	1	918
ctgK_rep_0019	RLG_famc8	LTR3	6900	7817
ctgH_rep_0167	RLG_famc10	LTR5	1	524
ctgH_rep_0167	RLG_famc10	LTR3	12680	13202
ctgF_rep_0432	RLG_famc3	LTR5	3	4237
ctgF_rep_0432	RLG_famc3	LTR3	8217	12449
TREP3274	RLX_famc5	LTR5	3	416
TREP3274	RLX_famc5	LTR3	7790	8203
TREP3209	RLG_famc3	LTR5	1	4035
TREP3209	RLG_famc3	LTR3	10034	14059
