#copieID	classif_28_02_2013
ctgI_rep_0136	RLC_famc1.8
sr2_rep_0164	RLC_famc1.8
ctgH_rep_0204	RLC_famc1.6
ctgA_rep_0343	RLC_famc1.6
ctgD_rep_0121	RLC_famc1.4
ctgA_rep_0355	RLC_famc1.8
ctgA_rep_0361	RLC_famc1.8
ctgD_rep_0113	RLC_famc1.4
ctgI_rep_0152	RLC_famc1.6
ctgH_rep_0027	RLC_famc1.6
ctgD_rep_0080	RLC_famc1.8
ctgB_rep_0085	RLC_famc1.4
ctgE_rep_0179	RLC_famc1.4
ctgB_rep_0223	RLC_famc1.4
rph7_rep_0065	RLC_famc1.8
ctgH_rep_0046	RLC_famc1.8
rph7_rep_0144	RLC_famc1.8
sr2_rep_0052	RLC_famc1.6
ctgI_rep_0073	RLC_famc1.5
ctgI_rep_0072	RLC_famc1.8
ctgH_rep_0224	RLC_famc1.6
ctgB_rep_0041	RLC_famc1.8
ctgF_rep_0427	RLC_famc1.4
ctgF_rep_0163	RLC_famc1.4
ctgI_rep_0055	RLC_famc1.6
ctgB_rep_0148	RLC_famc1.9
ctgA_rep_0101	RLC_famc1.6
ctgF_rep_0412	RLC_famc1.4
ctgH_rep_0040	RLC_famc1.8
ctgB_rep_0020	RLC_famc1.6
ctgF_rep_0417	RLC_famc1.6
ctgB_rep_0052	RLC_famc1.4
ctgB_rep_0019	RLC_famc1.8
ctgI_rep_0126	RLC_famc1.8
ctgD_rep_0094	RLC_famc1.5
ctgE_rep_0178	RLC_famc1.5
ctgI_rep_0036	RLC_famc1.4
ctgA_rep_0492	RLC_famc1.6
ctgA_rep_0485	RLC_famc1.8
ctgA_rep_0484	RLC_famc1.6
ctgF_rep_0339	RLC_famc1.5
ctgA_rep_0496	RLC_famc1.6
rph7_rep_0440	RLC_famc1.4
ctgA_rep_0332	RLC_famc1.6
ctgH_rep_0195	RLC_famc1.6
ctgD_rep_0258	RLC_famc1.8
rph7_rep_0483	RLC_famc1.6
ctgB_rep_0220	RLC_famc1.6
ctgA_rep_0455	RLC_famc1.8
ctgL_rep_0092	RLC_famc1.6
rph7_rep_0121	RLC_famc1.7
ctgF_rep_0285	RLC_famc1.5
ctgH_rep_0200	RLC_famc1.5
rph7_rep_03855	RLC_famc1.7
ctgA_rep_0326	RLC_famc1.4
ctgH_rep_0264	DTX_famn8
sr2_rep_0117	DTM_famc5
sr2_rep_0173	DTM_famn1
ctgI_rep_0129	DTM_famc12
sr2_rep_0260	RLX_famc3
rph7_rep_0102	RLX_famc3
ctgA_rep_0027	RLX_famc3
ctgF_rep_0426	RLX_famc3
rph7_rep_0408	DTT_famn22
ctgB_rep_0143	DTT_famn22
ctgE_rep_0089	DTT_famn22
ctgB_rep_0061	DTT_famn22
ctgH_rep_0057	DTT_famn22
ctgB_rep_0066	DTT_famn22
sr2_rep_0219	DTT_famn13
sr2_rep_0212	DTT_famn10
ctgA_rep_0490	DTT_famn2
ctgA_rep_0488	DTT_famn2
rph7_rep_0321	DTT_famn22
rph7_rep_0322	DTT_famn22
rph7_rep_0324	DTT_famn10
rph7_rep_0075	DTT_famn10
rph7_rep_0334	DTT_famn22
sr2_rep_0135	DTT_famn10
ctgA_rep_0363	DTT_famn2
rph7_rep_0094	DTT_famn10
ctgA_rep_0494	DTT_famn2
rph7_rep_0400	DTT_famn10
rph7_rep_0401	DTT_famn22
rph7_rep_0404	DTT_famn22
ctgF_rep_0223	DTT_famn22
ctgD_rep_0085	DTT_famn22
rph7_rep_0412	DTT_famn10
ctgF_rep_0226	DTT_famn22
ctgF_rep_0228	DTT_famn22
rph7_rep_0426	DTX_famn29
rph7_rep_0429	DTT_famn10
sr2_rep_0040	DTT_famc2
rph7_rep_0441	DTT_famn13
ctgH_rep_0069	DTT_famn10
rph7_rep_0554	DTT_famn22
rph7_rep_0566	DTT_famn10
rph7_rep_0462	DTT_famn10
ctgF_rep_0280	DTT_famn10
rph7_rep_0158	DTT_famn10
rph7_rep_0217	DTT_famn22
rph7_rep_0216	DTT_famn22
ctgA_rep_0293	DTT_famn22
ctgA_rep_0275	DTT_famn22
ctgH_rep_0320	DTT_famn22
ctgA_rep_0274	DTT_famn15
ctgF_rep_0307	DTT_famn22
rph7_rep_0061	DTT_famn22
ctgF_rep_0331	DTT_famn2
ctgG_rep_0037	DTT_famn10
ctgI_rep_0090	DTT_famn13
sr2_rep_0203	DTT_famn10
sr2_rep_0195	DTT_famn22
rph7_rep_0058	DTT_famn10
sr2_rep_0154	DTT_famn22
ctgA_rep_0192	DTT_famn22
ctgF_rep_0351	DTT_famn10
ctgF_rep_0352	DTT_famn22
sr2_rep_0005	DTT_famc5
sr2_rep_0001	DTT_famn10
rph7_rep_0195	DTT_famn10
rph7_rep_0196	DTT_famn13
rph7_rep_0005	DTT_famn10
ctgC_rep_0047	DTT_famn22
rph7_rep_0218	DTT_famn22
ctgI_rep_0021	DTT_famn10
ctgF_rep_0404	DTT_famn10
ctgF_rep_0015	DTT_famn2
sr2_rep_0254	DTT_famn22
ctgH_rep_0265	DTT_famn22
ctgD_rep_0017	DTT_famn10
ctgI_rep_0108	DTT_famn2
sr2_rep_0245	DTT_famn10
sr2_rep_0077	DTA_famc1
ctgD_rep_0097	DTC_famc8
ctgI_rep_0008	RLC_famc2.3
ctgH_rep_0031	RLC_famc2.2
ctgF_rep_0164	RLC_famc2.2
ctgH_rep_0332	RLC_famc2.2
ctgH_rep_0275	RLC_famc2.1
ctgE_rep_0147	RLC_famc2.2
ctgF_rep_0374	RLC_famc2.3
ctgF_rep_0454	RLC_famc2.3
ctgE_rep_0057	RLC_famc2.3
ctgL_rep_0052	RLC_famc2.3
ctgH_rep_0319	RLC_famc2.2
ctgI_rep_0088	RLC_famc2.2
ctgI_rep_0151	RLC_famc2.3
ctgD_rep_0089	RLC_famc2.2
rph7_rep_0143	RLC_famc2.3
rph7_rep_0233	RLC_famc2.3
ctgF_rep_0042	RLC_famc2.1
ctgE_rep_0133	RLC_famc2.3
ctgA_rep_0056	RLC_famc2.2
ctgD_rep_0011	RLC_famc2.3
ctgH_rep_0297	RLC_famc2.2
ctgA_rep_0151	RLC_famc2.3
ctgG_rep_0010	RLC_famc2.3
ctgD_rep_0115	RLC_famc2.2
ctgB_rep_0131	RLC_famc2.3
ctgD_rep_0247	RLC_famc2.2
ctgD_rep_0273	RLC_famc2.1
ctgH_rep_0215	RLC_famc2.2
ctgH_rep_0119	RLC_famc2.3
ctgF_rep_0368	RLC_famc2.2
ctgD_rep_0178	RLC_famc2.3
ctgF_rep_0121	RLC_famc2.3
ctgD_rep_0144	DTC_famc7.1
rph7_rep_0243	DTC_famc24
rph7_rep_0124	DTC_famc7.1
sr2_rep_0022	DTC_famc7.1
rph7_rep_0420	DTC_famc4.3
sr2_rep_0038	DTC_famc4.4
rph7_rep_0466	DTC_famc4.3
ctgE_rep_0183	RLG_famc10.2
ctgF_rep_0258	RLG_famc10.2
rph7_rep_0443	DTC_famc1.4
rph7_rep_0327	DTC_famc1.4
rph7_rep_0232	DTC_famc1.4
ctgH_rep_0339	DTX_famn10
sr2_rep_0138	DTC_famc1.2
ctgK_rep_0002	RLG_famc8.3
ctgK_rep_0019	RLG_famc8.3
ctgK_rep_0065	RLG_famc8.3
ctgK_rep_0046	RLG_famc8.3
ctgI_rep_0006	RLG_famc8.3
ctgK_rep_0063	RLG_famc8.3
ctgK_rep_0036	RLG_famc8.3
ctgK_rep_0032	RLG_famc8.3
ctgK_rep_0006	RLG_famc8.3
ctgK_rep_0009	RLG_famc8.3
ctgK_rep_0062	RLG_famc8.3
ctgF_rep_0179	RLG_famc8.3
ctgK_rep_0043	RLG_famc8.3
ctgK_rep_0038	RLG_famc8.3
ctgK_rep_0026	RLG_famc8.3
ctgK_rep_0023	RLG_famc8.3
ctgK_rep_0008	RLG_famc8.3
rph7_rep_0002	RLC_famc3.2
ctgF_rep_0359	RLC_famc3.2
ctgH_rep_0335	RLC_famc3.2
ctgA_rep_0098	DTC_famc4.1
rph7_rep_0297	DTC_famc24
ctgL_rep_0098	DTC_famc1.5
rph7_rep_0431	DTC_famc1.5
ctgG_rep_0031	DTH_famn3
ctgB_rep_0216	DTH_famn3
rph7_rep_0571	DTH_famn3
ctgH_rep_0127	DTX_famn2
rph7_rep_0344	DTH_famn3
ctgI_rep_0064	DTH_famn3
rph7_rep_0229	DTC_famc1.4
ctgF_rep_0301	DTC_famc1.4
ctgH_rep_0148	RLG_famc9.3
ctgF_rep_0050	RLG_famc9.3
ctgF_rep_0043	RLG_famc9.3
ctgF_rep_0252	RLG_famc9.3
ctgA_rep_0414	RLG_famc9.3
ctgF_rep_0146	RLG_famc9.3
ctgF_rep_0317	RLG_famc9.2
ctgA_rep_0074	RLG_famc9.2
ctgF_rep_0148	RLG_famc9.2
ctgB_rep_0200	RLG_famc9.2
rph7_rep_0577	RLG_famc9.2
ctgF_rep_0029	RLG_famc9.2
rph7_rep_0384	RLG_famc9.2
ctgF_rep_0457	RLG_famc9.2
ctgI_rep_0066	RLG_famc9.2
ctgF_rep_0138	RLG_famc9.2
ctgD_rep_0267	RLG_famc9.2
ctgF_rep_0086	RLG_famc19
ctgB_rep_0209	RLG_famc2.2
ctgD_rep_0224	RLG_famc2.2
ctgA_rep_0351	RLG_famc2.2
ctgE_rep_0126	RLG_famc2.2
ctgE_rep_0173	RLG_famc2.2
ctgH_rep_0152	RLG_famc2.2
ctgB_rep_0177	RLG_famc2.2
ctgG_rep_0004	RLG_famc19
ctgH_rep_0030	RLG_famc19
ctgH_rep_0214	RLG_famc2.2
ctgB_rep_0235	RLG_famc2.2
ctgF_rep_0139	RLG_famc2.2
ctgD_rep_0303	RLG_famc2.2
ctgD_rep_0096	RLG_famc2.2
ctgG_rep_0111	RLG_famc2.2
ctgE_rep_0149	RLG_famc2.2
ctgE_rep_0112	DTC_famc1.2
rph7_rep_0525	RLG_famc2.4
rph7_rep_0516	RLG_famc2.4
rph7_rep_0512	RLG_famc2.4
rph7_rep_0488	RLG_famc2.4
rph7_rep_0482	RLG_famc2.4
rph7_rep_0228	RLG_famc2.4
ctgD_rep_0100	RLG_famc2.4
ctgF_rep_0073	RLG_famc2.4
ctgE_rep_0079	RLG_famc2.4
ctgB_rep_0091	RLG_famc2.4
ctgG_rep_0017	RLG_famc2.4
ctgI_rep_0091	RLG_famc2.4
ctgA_rep_0120	RLG_famc2.4
ctgF_rep_0059	RLG_famc12.1
ctgF_rep_0060	RLG_famc2.4
ctgA_rep_0213	RLG_famc2.4
ctgG_rep_0119	RLG_famc2.4
ctgF_rep_0462	RLG_famc20
ctgE_rep_0175	RLG_famc2.4
ctgF_rep_0267	RLG_famc2.4
ctgB_rep_0176	RLG_famc2.4
ctgF_rep_0456	RLG_famc2.4
ctgF_rep_0259	RLG_famc2.4
ctgH_rep_0076	RLG_famc2.4
ctgF_rep_0045	RLG_famc7.2
ctgF_rep_0094	RLC_famc7.1
rph7_rep_0550	RLC_famc7.1
ctgG_rep_0075	RLC_famc7.1
rph7_rep_0003	RLC_famc7.1
ctgE_rep_0030	RLG_famc1.5
ctgF_rep_0063	RLG_famc1.1
rph7_rep_0097	RLG_famc1.4
ctgF_rep_0049	RLG_famc1.3
ctgF_rep_0083	RLG_famc1.1
rph7_rep_0120	RLG_famc1.4
rph7_rep_0145	RLG_famc1.1
rph7_rep_0451	RLG_famc1.3
rph7_rep_0343	RLG_famc1.4
rph7_rep_0339	RLG_famc1.1
ctgF_rep_0116	RLG_famc1.2
rph7_rep_0192	RLG_famc1.3
rph7_rep_0227	RLG_famc1.1
ctgF_rep_0145	RLG_famc1.1
rph7_rep_0239	RLG_famc1.1
ctgF_rep_0165	RLG_famc1.1
ctgA_rep_0497	RLG_famc1.1
ctgF_rep_0186	RLG_famc1.2
rph7_rep_0333	RLG_famc1.4
rph7_rep_0335	RLG_famc1.1
sr2_rep_0112	RLG_famc1.1
ctgF_rep_0218	RLG_famc1.4
ctgA_rep_0448	RLG_famc1.3
rph7_rep_0395	RLG_famc1.2
ctgA_rep_0436	RLG_famc1.4
ctgF_rep_0257	RLG_famc1.4
rph7_rep_0513	RLG_famc1.1
ctgF_rep_0263	RLG_famc1.4
rph7_rep_0522	RLG_famc1.1
rph7_rep_0533	RLG_famc1.2
rph7_rep_0534	RLG_famc1.2
rph7_rep_0526	RLG_famc1.4
rph7_rep_0477	RLG_famc1.3
ctgA_rep_0118	RLG_famc1.1
rph7_rep_0574	RLG_famc1.4
rph7_rep_0575	RLG_famc1.1
rph7_rep_0576	RLG_famc1.4
rph7_rep_0419	RLG_famc1.5
ctgL_rep_0044	RLG_famc1.2
rph7_rep_0385	RLG_famc1.1
ctgF_rep_0295	RLG_famc1.5
rph7_rep_0332	RLG_famc1.2
ctgA_rep_0313	RLG_famc1.3
ctgA_rep_0305	RLG_famc1.4
ctgL_rep_0019	RLG_famc1.4
rph7_rep_0234	RLG_famc1.1
ctgA_rep_0295	RLG_famc1.4
rph7_rep_0214	RLG_famc1.2
ctgA_rep_0288	RLG_famc1.4
ctgL_rep_0074	RLG_famc1.2
rph7_rep_0142	RLG_famc1.2
rph7_rep_0141	RLG_famc1.2
rph7_rep_0125	RLG_famc1.2
ctgL_rep_0094	RLG_famc1.3
ctgL_rep_0096	RLG_famc1.1
rph7_rep_0027	RLG_famc1.2
ctgA_rep_0238	RLG_famc1.4
ctgL_rep_0004	RLG_famc1.2
ctgA_rep_0112	RLG_famc1.2
ctgF_rep_0337	RLG_famc1.2
ctgG_rep_0057	RLG_famc1.4
sr2_rep_0039	RLG_famc1.2
ctgF_rep_0369	RLG_famc1.2
ctgD_rep_0306	RLG_famc1.4
ctgG_rep_0136	RLG_famc1.2
ctgG_rep_0137	RLG_famc1.3
ctgD_rep_0289	RLG_famc1.5
ctgG_rep_0142	RLG_famc1.5
ctgG_rep_0148	RLG_famc1.5
ctgD_rep_0263	RLG_famc1.3
ctgG_rep_0153	RLG_famc1.3
ctgI_rep_0010	RLG_famc1.2
ctgA_rep_0088	RLG_famc1.2
ctgD_rep_0171	RLG_famc1.2
ctgD_rep_0135	RLG_famc1.3
ctgA_rep_0178	RLG_famc1.1
ctgD_rep_0099	RLG_famc1.4
ctgI_rep_0037	RLG_famc1.4
ctgA_rep_0099	RLG_famc1.5
ctgI_rep_0050	RLG_famc1.2
ctgI_rep_0052	RLG_famc1.4
ctgI_rep_0053	RLG_famc1.1
ctgD_rep_0007	RLG_famc1.4
ctgC_rep_0033	RLG_famc1.2
ctgG_rep_0058	RLG_famc1.2
ctgG_rep_0055	RLG_famc1.1
ctgG_rep_0008	RLG_famc1.1
ctgA_rep_0073	RLG_famc1.2
ctgE_rep_0162	RLG_famc1.2
ctgI_rep_0138	RLG_famc1.1
ctgE_rep_0051	RLG_famc1.1
ctgE_rep_0034	RLG_famc1.1
ctgE_rep_0024	RLG_famc1.2
ctgF_rep_0450	RLG_famc1.2
ctgF_rep_0429	RLG_famc1.3
ctgH_rep_0020	RLG_famc1.3
ctgB_rep_0043	RLG_famc1.5
ctgB_rep_0049	RLG_famc1.1
ctgB_rep_0068	RLG_famc1.1
ctgF_rep_0246	RLG_famc1.1
ctgF_rep_0245	RLG_famc1.2
ctgB_rep_0070	RLG_famc1.1
ctgF_rep_0160	RLG_famc1.5
ctgB_rep_0088	RLG_famc1.3
ctgF_rep_0089	RLG_famc1.2
ctgF_rep_0082	RLG_famc1.2
ctgF_rep_0046	RLG_famc1.1
ctgB_rep_0119	RLG_famc1.2
ctgH_rep_0180	RLG_famc1.1
ctgB_rep_0213	RLG_famc1.4
ctgB_rep_0128	RLG_famc1.1
ctgH_rep_0205	RLG_famc1.1
ctgH_rep_0207	RLG_famc1.3
ctgA_rep_0066	RLG_famc1.2
ctgB_rep_0178	RLG_famc1.2
ctgB_rep_0132	RLG_famc1.1
ctgB_rep_0134	RLG_famc1.3
ctgE_rep_0029	RLG_famc1.3
ctgB_rep_0140	RLG_famc1.5
ctgB_rep_0141	RLG_famc1.3
ctgB_rep_0149	RLG_famc1.2
ctgB_rep_0155	RLG_famc1.1
ctgB_rep_0156	RLG_famc1.5
ctgE_rep_0180	RLG_famc1.1
ctgB_rep_0027	RLG_famc1.1
ctgE_rep_0165	RLG_famc1.4
ctgB_rep_0163	RLG_famc1.3
ctgE_rep_0163	RLG_famc1.1
ctgH_rep_0282	RLG_famc1.4
ctgE_rep_0159	RLG_famc1.3
ctgH_rep_0290	RLG_famc1.2
ctgH_rep_0291	RLG_famc1.4
ctgH_rep_0298	RLG_famc1.2
ctgC_rep_0104	RLG_famc1.2
ctgE_rep_0151	RLG_famc1.3
ctgE_rep_0150	RLG_famc1.1
ctgI_rep_0127	RLG_famc1.2
ctgH_rep_0315	RLG_famc1.3
ctgH_rep_0328	RLG_famc1.2
ctgI_rep_0082	RLG_famc1.2
ctgE_rep_0122	RLG_famc1.1
ctgB_rep_0188	RLG_famc1.5
ctgI_rep_0009	RLG_famc1.4
ctgB_rep_0193	RLG_famc1.4
ctgH_rep_0292	RLG_famc1.2
ctgD_rep_0005	RLG_famc1.1
ctgB_rep_0194	RLG_famc1.2
ctgH_rep_0208	RLG_famc1.2
ctgD_rep_0064	RLG_famc1.3
ctgD_rep_0071	RLG_famc1.3
ctgH_rep_0038	RLG_famc1.3
ctgB_rep_0237	RLG_famc1.3
ctgL_rep_0024	RLG_famc1.1
ctgA_rep_0481	RLG_famc1.1
ctgA_rep_0428	RLG_famc1.2
ctgD_rep_0110	RLG_famc1.3
ctgA_rep_0416	RLG_famc1.3
ctgA_rep_0354	RLG_famc1.4
ctgA_rep_0312	RLG_famc1.4
ctgD_rep_0136	RLG_famc1.2
ctgD_rep_0137	RLG_famc1.1
ctgD_rep_0176	RLG_famc1.1
ctgE_rep_0056	RLG_famc1.1
ctgD_rep_0331	RLG_famc1.3
ctgD_rep_0305	RLG_famc1.2
ctgE_rep_0050	RLG_famc1.1
ctgE_rep_0046	RLG_famc1.5
ctgD_rep_0262	RLG_famc1.3
ctgD_rep_0225	RLG_famc1.5
ctgD_rep_0233	RLG_famc1.4
ctgD_rep_0246	RLG_famc1.5
ctgD_rep_0240	RLG_famc1.3
sr2_rep_0097	DTC_famc19
ctgL_rep_0035	DTC_famc19
ctgF_rep_0233	DTT_famn7
ctgA_rep_0422	DTT_famn7
ctgC_rep_0022	DTT_famn18
ctgH_rep_0288	DTT_famn7
ctgF_rep_0234	DTX_famn25
rph7_rep_0410	DTT_famn18
ctgF_rep_0106	DTM_famc10
ctgD_rep_0304	RLX_famc5.2
rph7_rep_0119	RLX_famc5.1
ctgE_rep_0181	RLX_famc5.1
ctgF_rep_0093	RLX_famc5.1
ctgA_rep_0233	RLX_famc1
ctgD_rep_0125	RLX_famc1
ctgB_rep_0089	RLX_famc1
ctgA_rep_0224	RLX_famc1
ctgH_rep_0277	RLX_famc1
ctgF_rep_0025	RLX_famc1
ctgF_rep_0028	RLX_famc1
ctgA_rep_0149	RLX_famc1
ctgF_rep_0385	RLX_famc1
ctgF_rep_0458	RLX_famc1
ctgA_rep_0143	RLX_famc1
ctgF_rep_0123	RLX_famc1
ctgH_rep_0112	RLX_famc1
ctgE_rep_0016	RLG_famc23
sr2_rep_0157	DTT_famn14
ctgA_rep_0336	DTT_famn14
ctgA_rep_0121	DTT_famn14
ctgH_rep_0252	DTT_famn14
ctgF_rep_0210	DTT_famn1
rph7_rep_0569	DTT_famn1
ctgF_rep_0278	DTT_famn3
rph7_rep_0323	DTT_famn14
rph7_rep_0416	DTT_famn14
ctgD_rep_0051	DTT_famn1
ctgH_rep_0056	DTT_famn1
rph7_rep_0220	DTT_famn1
sr2_rep_0145	DTT_famn14
rph7_rep_0150	DTT_famn1
ctgH_rep_0070	DTT_famn1
ctgB_rep_0079	DTT_famn14
ctgA_rep_0166	DTT_famn14
ctgH_rep_0060	DTX_famn6
ctgA_rep_0107	DTT_famn1
ctgH_rep_0343	DTT_famn3
ctgF_rep_0394	DTT_famn14
ctgC_rep_0081	DTT_famn14
sr2_rep_0215	DTT_famn14
ctgG_rep_0044	DTT_famn14
sr2_rep_0168	DTC_famc3.1
rph7_rep_0236	DTC_famc3.2
rph7_rep_0009	DTC_famc3.3
ctgE_rep_0109	DTC_famc3.3
sr2_rep_0031	DTC_famc3.1
ctgL_rep_0023	DTC_famc3.1
rph7_rep_0242	DTC_famc3.1
ctgH_rep_0111	RLG_famc13
ctgB_rep_0074	RLG_famc13
ctgF_rep_0413	RLG_famc13
sr2_rep_0070	RLC_famc21
sr2_rep_0101	DTC_famc1.5
rph7_rep_0537	DTT_famn25
sr2_rep_0230	DTT_famn25
ctgF_rep_0350	DTT_famn16
sr2_rep_0216	DTT_famn16
ctgF_rep_0306	DTT_famn16
rph7_rep_0093	DTT_famn25
ctgF_rep_0305	DTT_famn16
rph7_rep_0182	DTT_famn16
rph7_rep_0459	DTT_famn16
ctgE_rep_0110	DTT_famn25
ctgD_rep_0053	DTT_famn16
rph7_rep_0555	DTT_famn25
ctgD_rep_0330	DTT_famn9
ctgE_rep_0013	DTT_famn16
ctgH_rep_0059	DTT_famn16
rph7_rep_0430	DTT_famn25
ctgF_rep_0227	DTT_famn16
rph7_rep_0089	DTT_famn25
rph7_rep_0414	DTT_famn25
rph7_rep_0403	DTT_famn16
ctgA_rep_0465	DTT_famn16
ctgF_rep_0209	DTT_famn25
ctgB_rep_0240	DTT_famn25
ctgA_rep_0168	DTT_famn25
ctgA_rep_0188	DTT_famn16
ctgC_rep_0010	DTT_famn9
ctgA_rep_0486	DTT_famn16
ctgH_rep_0065	DTT_famn16
ctgC_rep_0011	DTT_famn9
ctgH_rep_0036	DTT_famn16
ctgE_rep_0071	DTT_famn16
ctgA_rep_0003	DTT_famn25
rph7_rep_0083	DTT_famn25
ctgA_rep_0185	DTT_famn16
ctgF_rep_0439	DTT_famn16
sr2_rep_0184	DTT_famn16
ctgF_rep_0174	DTT_famn25
ctgC_rep_0026	DTT_famn16
ctgA_rep_0103	DTT_famn16
ctgF_rep_0407	DTT_famn25
sr2_rep_0229	DTT_famn16
ctgF_rep_0038	RLG_famc10.1
ctgA_rep_0285	RLG_famc10.3
rph7_rep_0202	RLG_famc10.1
ctgH_rep_0167	RLG_famc10.3
ctgH_rep_0117	RLG_famc10.1
ctgI_rep_0076	RLG_famc10.1
ctgD_rep_0287	RLG_famc10.3
ctgH_rep_0306	RLG_famc10.3
ctgE_rep_0182	RLG_famc10.1
rph7_rep_0487	RLG_famc10.3
ctgD_rep_0091	RLG_famc10.3
sr2_rep_0024	RLG_famc10.1
ctgD_rep_0090	RLG_famc10.3
rph7_rep_0025	RLG_famc10.3
ctgA_rep_0200	RLC_famc10
ctgD_rep_0316	RLC_famc4.1
ctgC_rep_0056	RLC_famc4.1
ctgG_rep_0046	RLC_famc4.1
ctgF_rep_0460	RLC_famc4.1
ctgF_rep_0443	RLC_famc4.1
ctgF_rep_0436	RLC_famc4.1
ctgF_rep_0430	RLC_famc4.1
ctgF_rep_0189	RLC_famc4.1
ctgH_rep_0137	RLC_famc4.1
ctgA_rep_0122	RLC_famc4.1
rph7_rep_0342	RLC_famc4.1
rph7_rep_0173	DTC_famc9
ctgB_rep_0195	DTC_famc9
ctgB_rep_0109	RLG_famc15
ctgE_rep_0157	RLG_famc15
ctgE_rep_0186	RLG_famc15
rph7_rep_0336	RLG_famc15
ctgE_rep_0114	RLG_famc15
ctgA_rep_0179	RLG_famc15
ctgE_rep_0161	RLG_famc15
ctgG_rep_0024	RLG_famc15
ctgC_rep_0100	RLG_famc15
ctgA_rep_0173	RLG_famc15
ctgA_rep_0070	DTC_famc2.4
ctgA_rep_0463	DTC_famc2.4
ctgI_rep_0115	DTC_famc21
ctgB_rep_0104	DTC_famc2.5
ctgB_rep_0247	RLC_famc18
ctgF_rep_0053	DTC_famc2.3
ctgF_rep_0341	DTC_famc2.6
ctgF_rep_0391	DTC_famc2.5
ctgE_rep_0134	DTC_famc21
ctgI_rep_0074	DTC_famc2.7
sr2_rep_0194	DTC_famn2
rph7_rep_0208	DTC_famc2.6
rph7_rep_0475	DTC_famc2.1
ctgL_rep_0051	DTC_famc2.3
ctgG_rep_0005	DTC_famc2.2
ctgG_rep_0079	DTC_famc2.3
ctgI_rep_0031	RLC_famc18
ctgH_rep_0033	DTC_famc2.4
ctgH_rep_0035	DTT_famn6
ctgH_rep_0037	DTC_famn1
ctgH_rep_0090	DTC_famn1
ctgH_rep_0260	DTC_famc2.8
ctgH_rep_0281	DTC_famc2.1
ctgH_rep_0316	DTC_famc2.8
ctgD_rep_0052	DTC_famc2.9
ctgE_rep_0185	DTC_famc2.7
ctgA_rep_0208	DTC_famc2.5
ctgA_rep_0292	DTC_famc2.8
ctgA_rep_0464	DTC_famn1
ctgF_rep_0024	DTC_famc2.4
ctgF_rep_0047	DTC_famc2.3
ctgF_rep_0151	DTC_famc2.9
ctgF_rep_0171	RLC_famc18
ctgF_rep_0212	DTC_famc2.2
ctgF_rep_0313	DTC_famc2.1
ctgF_rep_0370	DTC_famn1
ctgF_rep_0435	DTC_famc2.3
ctgF_rep_0445	DTC_famc2.1
ctgB_rep_0105	DTC_famn1
ctgB_rep_0167	DTC_famc2.2
ctgB_rep_0250	DTC_famc2.1
rph7_rep_0358	DTC_famc1.5
ctgB_rep_0169	DTH_famn2
rph7_rep_0347	DTH_famn2
ctgH_rep_0088	DTH_famn2
ctgA_rep_0203	DTH_famn2
ctgG_rep_0019	DTH_famc1.1
ctgI_rep_0128	RLG_famc13
ctgI_rep_0026	RLG_famc13
ctgF_rep_0202	RLG_famc13
ctgG_rep_0007	RLG_famc13
ctgI_rep_0137	RLG_famc13
rph7_rep_0356	RLG_famc13
ctgB_rep_0056	RLG_famc13
ctgE_rep_0099	RLG_famc13
ctgB_rep_0038	RLG_famc3.2
ctgF_rep_0152	RLG_famc3.2
ctgA_rep_0132	RLG_famc3.1
ctgI_rep_0139	RLG_famc3.2
ctgI_rep_0148	RLG_famc3.4
ctgI_rep_0144	RLG_famc3.2
ctgF_rep_0056	RLG_famc3.4
ctgE_rep_0055	RLG_famc3.2
ctgF_rep_0054	RLG_famc3.3
ctgD_rep_0177	RLG_famc3.4
ctgA_rep_0111	RLG_famc3.4
rph7_rep_0314	RLG_famc3.1
ctgE_rep_0101	RLG_famc3.1
ctgL_rep_0055	RLG_famc3.1
ctgL_rep_0054	RLG_famc3.1
ctgA_rep_0441	RLG_famc3.2
ctgL_rep_0012	RLG_famc3.1
sr2_rep_0085	RLG_famc3.4
ctgA_rep_0405	RLG_famc3.1
ctgA_rep_0398	RLG_famc3.4
ctgH_rep_0337	RLG_famc3.1
ctgH_rep_0336	RLG_famc3.1
ctgH_rep_0330	RLG_famc3.2
ctgD_rep_0285	RLG_famc3.4
ctgF_rep_0419	RLG_famc3.4
ctgH_rep_0307	RLG_famc3.1
ctgA_rep_0327	RLG_famc3.4
ctgL_rep_0069	RLG_famc3.4
ctgL_rep_0075	RLG_famc3.1
ctgL_rep_0087	RLG_famc3.1
ctgE_rep_0172	RLG_famc3.1
ctgC_rep_0042	RLG_famc3.1
ctgL_rep_0014	RLG_famc3.1
ctgE_rep_0184	RLG_famc3.3
ctgA_rep_0426	RLG_famc3.4
ctgL_rep_0064	RLG_famc3.1
ctgL_rep_0077	RLG_famc3.1
ctgH_rep_0184	RLG_famc3.1
ctgE_rep_0054	RLG_famc3.2
ctgL_rep_0083	RLG_famc3.1
ctgL_rep_0084	RLG_famc3.4
ctgH_rep_0296	RLG_famc3.2
ctgG_rep_0047	RLG_famc3.2
ctgA_rep_0197	RLG_famc3.4
ctgF_rep_0432	RLG_famc3.1
ctgF_rep_0135	RLG_famc3.4
ctgA_rep_0261	RLG_famc3.3
ctgI_rep_0107	RLG_famc3.4
